Orthogroup	Duplications (all)	Duplications (50% support)
OG0012129	2	2
OG0012130	1	1
OG0012131	1	1
OG0012132	1	1
OG0012133	1	1
OG0012134	1	1
OG0012135	1	1
OG0012136	1	1
OG0012137	1	1
OG0012138	1	1
OG0012139	1	1
OG0012140	1	1
OG0012141	1	1
OG0012142	1	1
OG0012143	1	1
OG0012144	1	1
OG0012145	1	1
OG0012146	1	1
OG0012147	2	2
OG0012148	1	1
OG0012149	1	1
OG0012150	1	1
OG0012151	1	1
OG0012152	1	1
OG0012153	2	2
OG0012154	1	1
OG0012155	1	1
OG0012156	1	1
OG0012157	1	1
OG0012158	1	1
OG0012159	1	1
OG0012160	1	0
OG0012161	2	2
OG0012162	1	1
OG0012163	1	1
OG0012164	1	1
OG0012165	1	1
OG0012166	2	2
OG0012167	1	1
OG0012168	1	1
OG0012169	1	1
OG0012170	1	1
OG0012171	1	1
OG0012172	1	1
OG0012173	1	1
OG0012174	1	1
OG0012175	1	1
OG0012176	1	1
OG0012177	1	1
OG0012178	1	1
OG0012179	1	1
OG0012180	2	2
OG0012181	1	1
OG0012182	1	1
OG0012183	1	1
OG0012184	1	1
OG0012185	1	1
OG0012186	1	1
OG0012187	1	1
OG0012188	1	1
OG0012189	1	1
OG0012190	1	1
OG0012191	1	1
OG0012192	1	1
OG0012193	1	1
OG0012194	1	1
OG0012195	1	1
OG0012196	1	1
OG0012197	1	1
OG0012198	1	1
OG0012199	1	1
OG0012200	1	1
OG0012201	1	1
OG0012202	1	1
OG0012203	1	1
OG0012204	1	1
OG0012205	1	1
OG0012206	1	1
OG0012207	1	1
OG0012208	1	1
OG0012209	1	1
OG0012210	1	1
OG0012211	1	1
OG0012212	2	2
OG0012213	2	2
OG0012214	1	1
OG0012215	1	1
OG0012216	1	1
OG0012217	1	1
OG0012218	1	1
OG0012219	1	1
OG0012220	1	1
OG0012221	1	1
OG0012222	2	2
OG0012223	1	1
OG0012224	1	1
OG0012225	1	1
OG0012226	1	1
OG0012227	1	1
OG0012228	1	1
OG0012229	1	1
OG0012230	1	1
OG0012231	1	1
OG0012232	1	1
OG0012233	1	1
OG0012234	3	3
OG0012235	1	1
OG0012236	1	1
OG0012237	1	1
OG0012238	1	1
OG0012239	1	1
OG0012240	1	1
OG0012241	1	1
OG0012242	1	1
OG0012243	1	1
OG0012244	1	1
OG0012245	1	1
OG0012246	1	1
OG0012247	2	2
OG0012248	1	1
OG0012249	1	1
OG0012250	1	1
OG0012251	1	1
OG0012252	1	1
OG0012253	1	1
OG0012254	1	1
OG0012255	1	1
OG0012256	1	1
OG0012257	1	1
OG0012258	1	1
OG0012259	1	1
OG0012260	1	1
OG0012261	1	1
OG0012262	1	1
OG0012263	3	3
OG0012264	1	1
OG0012265	2	2
OG0012266	1	1
OG0012267	2	2
OG0012268	1	1
OG0012269	1	1
OG0012270	1	1
OG0012271	1	1
OG0012272	1	1
OG0012273	3	3
OG0012274	1	1
OG0012275	1	1
OG0012276	1	1
OG0012277	1	1
OG0012278	2	2
OG0012279	1	1
OG0012280	1	1
OG0012281	1	1
OG0012282	1	1
OG0012283	1	1
OG0012284	1	1
OG0012285	1	1
OG0012286	1	1
OG0012287	1	1
OG0012288	1	1
OG0012289	3	3
OG0012290	1	1
OG0012291	2	2
OG0012292	2	2
OG0012293	1	1
OG0012294	1	1
OG0012295	1	1
OG0012296	1	1
OG0012297	1	1
OG0012298	1	1
OG0012299	1	1
OG0012300	1	1
OG0012301	1	1
OG0012302	1	1
OG0012303	1	1
OG0012304	1	1
OG0012305	1	1
OG0012306	3	3
OG0012307	3	3
OG0012308	1	1
OG0012309	1	1
OG0012310	1	1
OG0012311	3	3
OG0012312	1	1
OG0012313	1	1
OG0012314	1	1
OG0012315	1	1
OG0012316	1	1
OG0012317	2	2
OG0012318	1	1
OG0012319	1	1
OG0012320	1	1
OG0012321	1	1
OG0012322	1	1
OG0012323	1	1
OG0012324	1	1
OG0012325	1	1
OG0012326	1	1
OG0012327	1	1
OG0012328	1	1
OG0012329	1	1
OG0012330	1	1
OG0012331	1	1
OG0012332	1	1
OG0012333	1	1
OG0012334	1	1
OG0012335	2	2
OG0012336	1	1
OG0012337	1	1
OG0012338	1	1
OG0012339	1	1
OG0012340	1	1
OG0012341	1	1
OG0012342	1	1
OG0012343	1	1
OG0012344	2	2
OG0012345	1	1
OG0012346	1	1
OG0012347	1	1
OG0012348	1	1
OG0012349	1	1
OG0012350	1	1
OG0012351	1	1
OG0012352	1	1
OG0012353	1	1
OG0012354	1	1
OG0012355	1	1
OG0012356	1	1
OG0012357	1	1
OG0012358	1	1
OG0012359	1	1
OG0012360	1	1
OG0012361	1	1
OG0012362	1	1
OG0012363	1	1
OG0012364	1	1
OG0012365	1	1
OG0012366	2	2
OG0012367	3	3
OG0012368	1	1
OG0012369	1	1
OG0012370	1	1
OG0012371	1	1
OG0012372	1	1
OG0012373	1	1
OG0012374	1	1
OG0012375	1	1
OG0012376	1	1
OG0012377	1	1
OG0012378	1	1
OG0012379	2	2
OG0012380	1	1
OG0012381	1	1
OG0012382	1	1
OG0012383	1	1
OG0012384	1	1
OG0012385	1	1
OG0012386	1	1
OG0012387	1	1
OG0012388	1	1
OG0012389	1	1
OG0012390	1	1
OG0012391	3	3
OG0012392	1	1
OG0012393	1	1
OG0012394	1	1
OG0012395	1	1
OG0012396	1	1
OG0012397	1	1
OG0012398	1	1
OG0012399	1	1
OG0012400	1	1
OG0012401	1	1
OG0012402	1	1
OG0012403	1	1
OG0012404	1	1
OG0012405	1	1
OG0012406	1	1
OG0012407	1	1
OG0012408	1	1
OG0012409	1	1
OG0012410	1	1
OG0012411	1	1
OG0012412	1	1
OG0012413	1	1
OG0012414	1	1
OG0012415	1	1
OG0012416	1	1
OG0012417	1	1
OG0012418	1	1
OG0012419	1	1
OG0012420	1	1
OG0012421	1	1
OG0012422	1	1
OG0012423	1	1
OG0012424	1	1
OG0012425	1	1
OG0012426	1	1
OG0012427	1	1
OG0012428	1	1
OG0012429	1	1
OG0012430	1	1
OG0012431	2	2
OG0012432	1	1
OG0012433	1	1
OG0012434	1	1
OG0012435	1	1
OG0012436	1	1
OG0012437	1	1
OG0012438	1	1
OG0012439	1	1
OG0012440	1	1
OG0012441	1	1
OG0012442	1	1
OG0012443	2	2
OG0012444	1	1
OG0012445	1	1
OG0012446	1	1
OG0012447	1	1
OG0012448	1	1
OG0012449	1	1
OG0012450	2	2
OG0012451	2	2
OG0012452	1	1
OG0012453	1	0
OG0012454	1	1
OG0012455	1	1
OG0012456	1	1
OG0012457	1	1
OG0012458	1	1
OG0012459	1	1
OG0012460	1	1
OG0012461	1	1
OG0012462	1	1
OG0012463	1	1
OG0012464	1	1
OG0012465	1	1
OG0012466	1	1
OG0012467	1	1
OG0012468	1	1
OG0012469	1	1
OG0012470	1	1
OG0012471	1	1
OG0012472	1	1
OG0012473	1	1
OG0012474	1	1
OG0012475	1	1
OG0012476	1	1
OG0012477	1	1
OG0012478	1	1
OG0012479	1	1
OG0012480	1	1
OG0012481	1	1
OG0012482	1	1
OG0012483	1	1
OG0012484	1	1
OG0012485	1	1
OG0012486	1	1
OG0012487	1	1
OG0012488	1	1
OG0012489	1	1
OG0012490	1	1
OG0012491	1	1
OG0012492	1	1
OG0012493	1	1
OG0012494	1	1
OG0012495	1	1
OG0012496	1	1
OG0012497	2	2
OG0012498	1	1
OG0012499	1	1
OG0012500	2	2
OG0012501	2	2
OG0012502	1	1
OG0012503	1	1
OG0012504	1	1
OG0012505	1	1
OG0012506	1	1
OG0012507	1	1
OG0012508	1	1
OG0012509	1	1
OG0012510	1	1
OG0012511	1	1
OG0012512	1	1
OG0012513	1	1
OG0012514	1	1
OG0012515	1	1
OG0012516	1	1
OG0012517	1	1
OG0012518	1	1
OG0012519	1	1
OG0012520	1	1
OG0012521	1	1
OG0012522	1	1
OG0012523	1	1
OG0012524	3	3
OG0012525	1	1
OG0012526	1	1
OG0012527	3	3
OG0012528	1	1
OG0012529	1	1
OG0012530	1	1
OG0012531	1	1
OG0012532	1	1
OG0012533	2	2
OG0012534	1	1
OG0012535	3	3
OG0012536	1	1
OG0012537	1	1
OG0012538	1	1
OG0012539	1	1
OG0012540	1	1
OG0012541	1	1
OG0012542	1	1
OG0012543	1	1
OG0012544	1	1
OG0012545	1	1
OG0012546	1	1
OG0012547	1	1
OG0012548	2	2
OG0012549	1	1
OG0012550	1	1
OG0012551	1	1
OG0012552	1	1
OG0012553	1	1
OG0012554	1	1
OG0012555	4	4
OG0012556	1	1
OG0012557	1	1
OG0012558	1	1
OG0012559	1	1
OG0012560	1	1
OG0012561	1	1
OG0012562	3	3
OG0012563	1	1
OG0012564	1	1
OG0012565	1	1
OG0012566	1	1
OG0012567	4	4
OG0012568	1	1
OG0012569	1	1
OG0012570	2	2
OG0012571	1	1
OG0012572	1	1
OG0012573	1	1
OG0012574	1	1
OG0012575	1	1
OG0012576	1	1
OG0012577	1	1
OG0012578	1	1
OG0012579	1	1
OG0012580	1	1
OG0012581	1	1
OG0012582	1	1
OG0012583	1	1
OG0012584	1	1
OG0012585	3	3
OG0012586	1	1
OG0012587	1	1
OG0012588	1	1
OG0012589	2	2
OG0012590	1	1
OG0012591	2	2
OG0012592	1	1
OG0012593	4	4
OG0012594	4	4
OG0012595	4	4
OG0012596	4	4
OG0012597	4	4
OG0012598	4	4
OG0012599	4	4
OG0012600	4	4
OG0012601	4	4
OG0012602	4	4
OG0012603	4	4
OG0012604	4	4
OG0012605	4	4
OG0012606	4	4
OG0012607	4	4
OG0012608	4	4
OG0012609	4	4
OG0012610	4	4
OG0012611	4	4
OG0012612	4	4
OG0012613	4	4
OG0012614	4	4
OG0012615	2	2
OG0012616	4	4
OG0012617	4	4
OG0012618	4	4
OG0012619	4	4
OG0012620	4	4
OG0012621	3	3
OG0012622	4	4
OG0012623	4	4
OG0012624	2	2
OG0012625	3	3
OG0012626	4	4
OG0012627	4	4
OG0012628	4	4
OG0012629	1	1
OG0012630	4	4
OG0012631	4	4
OG0012632	1	1
OG0012633	1	1
OG0012634	2	2
OG0012635	4	4
OG0012636	4	4
OG0012637	4	4
OG0012638	1	1
OG0012639	3	3
OG0012640	4	4
OG0012641	2	2
OG0012642	4	4
OG0012643	4	4
OG0012644	4	4
OG0012645	4	4
OG0012646	4	4
OG0012647	4	4
OG0012648	4	4
OG0012649	4	4
OG0012650	2	2
OG0012651	2	2
OG0012652	4	4
OG0012653	4	4
OG0012654	4	4
OG0012655	4	4
OG0012656	4	4
OG0012657	4	4
OG0012658	4	4
OG0012659	4	4
OG0012660	4	4
OG0012661	4	4
OG0012662	4	4
OG0012663	4	4
OG0012664	4	4
OG0012665	4	4
OG0012666	2	2
OG0012667	4	4
OG0012668	4	4
OG0012669	4	4
OG0012670	4	4
OG0012671	3	3
OG0012672	4	4
OG0012673	4	4
OG0012674	4	4
OG0012675	4	4
OG0012676	4	4
OG0012677	4	4
OG0012678	4	4
OG0012679	4	4
OG0012680	2	2
OG0012681	4	4
OG0012682	4	4
OG0012683	3	3
OG0012684	4	4
OG0012685	2	2
OG0012686	4	4
OG0012687	4	4
OG0012688	4	4
OG0012689	4	4
OG0012690	3	3
OG0012691	4	4
OG0012692	2	2
OG0012693	4	4
OG0012694	4	4
OG0012695	4	4
OG0012696	4	4
OG0012697	2	2
OG0012698	3	3
OG0012699	3	3
OG0012700	4	4
OG0012701	4	4
OG0012702	2	2
OG0012703	1	1
OG0012704	4	4
OG0012705	2	2
OG0012706	4	4
OG0012707	2	2
OG0012708	4	4
OG0012709	4	4
OG0012710	1	1
OG0012711	4	4
OG0012712	4	4
OG0012713	4	4
OG0012714	2	2
OG0012715	4	4
OG0012716	4	4
OG0012717	4	4
OG0012718	4	4
OG0012719	4	4
OG0012720	4	4
OG0012721	4	4
OG0012722	2	2
OG0012723	4	4
OG0012724	4	4
OG0012725	4	4
OG0012726	4	4
OG0012727	1	1
OG0012728	4	4
OG0012729	4	4
OG0012730	4	4
OG0012731	4	4
OG0012732	2	2
OG0012733	1	1
OG0012734	4	4
OG0012735	4	4
OG0012736	3	3
OG0012737	4	4
OG0012738	1	1
OG0012739	2	2
OG0012740	2	2
OG0012741	4	4
OG0012742	4	4
OG0012743	2	2
OG0012744	4	4
OG0012745	3	3
OG0012746	2	2
OG0012747	4	4
OG0012748	1	1
OG0012749	2	2
OG0012750	1	1
OG0012751	4	4
OG0012752	1	1
OG0012753	4	4
OG0012754	3	3
OG0012755	4	4
OG0012756	2	2
OG0012757	4	4
OG0012758	4	4
OG0012759	4	4
OG0012760	4	4
OG0012761	4	4
OG0012762	4	4
OG0012763	3	3
OG0012764	2	2
OG0012765	2	2
OG0012766	4	4
OG0012767	2	2
OG0012768	2	2
OG0012769	4	4
OG0012770	2	2
OG0012771	1	1
OG0012772	3	3
OG0012773	4	4
OG0012774	1	1
OG0012775	2	2
OG0012776	2	2
OG0012777	1	1
OG0012778	2	2
OG0012779	2	2
OG0012780	2	2
OG0012781	1	1
OG0012782	3	3
OG0012783	2	2
OG0012784	2	2
OG0012785	2	2
OG0012786	1	1
OG0012787	4	4
OG0012788	4	4
OG0012789	4	4
OG0012790	3	3
OG0012791	2	2
OG0012792	1	1
OG0012793	2	2
OG0012794	2	2
OG0012795	2	2
OG0012796	1	1
OG0012797	1	1
OG0012798	2	2
OG0012799	2	2
OG0012800	2	2
OG0012801	3	3
OG0012802	4	4
OG0012803	2	2
OG0012804	3	3
OG0012805	4	4
OG0012806	2	2
OG0012807	2	2
OG0012808	2	2
OG0012809	2	2
OG0012810	2	2
OG0012811	2	2
OG0012812	1	1
OG0012813	2	2
OG0012814	2	2
OG0012815	4	4
OG0012816	2	2
OG0012817	3	3
OG0012818	3	3
OG0012819	3	3
OG0012820	3	3
OG0012821	4	4
OG0012822	4	4
OG0012823	2	2
OG0012824	3	3
OG0012825	4	4
OG0012826	3	3
OG0012827	3	3
OG0012828	3	3
OG0012829	3	3
OG0012830	3	3
OG0012831	3	3
OG0012832	2	2
OG0012833	3	3
OG0012834	3	3
OG0012835	3	3
OG0012836	2	2
OG0012837	3	3
OG0012838	3	3
OG0012839	3	3
OG0012840	3	3
OG0012841	3	3
OG0012842	3	3
OG0012843	4	4
OG0012844	3	3
OG0012845	3	3
OG0012846	3	3
OG0012847	4	4
OG0012848	3	3
OG0012849	3	3
OG0012850	2	2
OG0012851	3	3
OG0012852	3	3
OG0012853	3	3
OG0012854	3	3
OG0012855	3	3
OG0012856	3	3
OG0012857	4	4
OG0012858	3	3
OG0012859	3	3
OG0012860	4	4
OG0012861	3	3
OG0012862	3	3
OG0012863	2	2
OG0012864	2	2
OG0012865	3	3
OG0012866	2	2
OG0012867	3	3
OG0012868	3	3
OG0012869	3	3
OG0012870	3	3
OG0012871	4	4
OG0012872	3	3
OG0012873	3	3
OG0012874	3	3
OG0012875	2	2
OG0012876	3	3
OG0012877	4	4
OG0012878	4	4
OG0012879	4	4
OG0012880	3	3
OG0012881	3	3
OG0012882	3	3
OG0012883	3	3
OG0012884	3	3
OG0012885	4	4
OG0012886	3	3
OG0012887	4	4
OG0012888	3	3
OG0012889	2	2
OG0012890	4	4
OG0012891	3	3
OG0012892	3	3
OG0012893	3	3
OG0012894	4	4
OG0012895	3	3
OG0012896	3	3
OG0012897	2	2
OG0012898	3	3
OG0012899	2	2
OG0012900	2	2
OG0012901	2	2
OG0012902	3	3
OG0012903	3	3
OG0012904	3	3
OG0012905	3	3
OG0012906	3	3
OG0012907	3	3
OG0012908	3	3
OG0012909	3	3
OG0012910	2	2
OG0012911	2	2
OG0012912	3	3
OG0012913	3	3
OG0012914	3	3
OG0012915	3	3
OG0012916	3	3
OG0012917	4	4
OG0012918	3	3
OG0012919	3	3
OG0012920	3	3
OG0012921	3	3
OG0012922	2	2
OG0012923	3	3
OG0012924	3	3
OG0012925	3	3
OG0012926	3	3
OG0012927	3	3
OG0012928	3	3
OG0012929	4	4
OG0012930	3	3
OG0012931	3	3
OG0012932	3	3
OG0012933	3	3
OG0012934	3	3
OG0012935	3	3
OG0012936	3	3
OG0012937	3	3
OG0012938	3	3
OG0012939	3	3
OG0012940	3	3
OG0012941	3	3
OG0012942	2	2
OG0012943	3	3
OG0012944	3	3
OG0012945	2	2
OG0012946	3	3
OG0012947	3	3
OG0012948	3	3
OG0012949	4	4
OG0012950	3	3
OG0012951	3	3
OG0012952	4	4
OG0012953	3	3
OG0012954	3	3
OG0012955	3	3
OG0012956	3	3
OG0012957	4	4
OG0012958	4	4
OG0012959	4	4
OG0012960	4	4
OG0012961	4	4
OG0012962	4	4
OG0012963	4	4
OG0012964	4	4
OG0012965	4	4
OG0012966	4	4
OG0012967	4	4
OG0012968	4	4
OG0012969	4	4
OG0012970	4	4
OG0012971	4	4
OG0012972	4	4
OG0012973	4	4
OG0012974	4	4
OG0012975	4	4
OG0012976	4	4
OG0012977	4	4
OG0012978	4	4
OG0012979	4	4
OG0012980	4	4
OG0012981	4	4
OG0012982	4	4
OG0012983	4	4
OG0012984	4	4
OG0012985	4	4
OG0012986	4	4
OG0012987	4	4
OG0012988	4	4
OG0012989	4	4
OG0012990	4	4
OG0012991	0	0
OG0012992	0	0
OG0012993	2	2
OG0012994	2	2
OG0012995	0	0
OG0012996	0	0
OG0012997	0	0
OG0012998	0	0
OG0012999	2	2
OG0013000	0	0
OG0013001	3	3
OG0013002	0	0
OG0013003	2	2
OG0013004	0	0
OG0013005	0	0
OG0013006	0	0
OG0013007	0	0
OG0013008	0	0
OG0013009	0	0
OG0013010	0	0
OG0013011	0	0
OG0013012	0	0
OG0013013	0	0
OG0013014	0	0
OG0013015	0	0
OG0013016	1	1
OG0013017	0	0
OG0013018	0	0
OG0013019	0	0
OG0013020	0	0
OG0013021	3	3
OG0013022	0	0
OG0013023	0	0
OG0013024	0	0
OG0013025	0	0
OG0013026	0	0
OG0013027	0	0
OG0013028	2	2
OG0013029	0	0
OG0013030	2	2
OG0013031	3	3
OG0013032	0	0
OG0013033	2	2
OG0013034	0	0
OG0013035	0	0
OG0013036	0	0
OG0013037	1	1
OG0013038	1	1
OG0013039	2	2
OG0013040	2	2
OG0013041	0	0
OG0013042	1	1
OG0013043	2	2
OG0013044	0	0
OG0013045	0	0
OG0013046	3	3
OG0013047	2	2
OG0013048	0	0
OG0013049	0	0
OG0013050	0	0
OG0013051	2	2
OG0013052	0	0
OG0013053	0	0
OG0013054	0	0
OG0013055	0	0
OG0013056	0	0
OG0013057	0	0
OG0013058	0	0
OG0013059	0	0
OG0013060	0	0
OG0013061	0	0
OG0013062	0	0
OG0013063	0	0
OG0013064	0	0
OG0013065	0	0
OG0013066	0	0
OG0013067	0	0
OG0013068	2	2
OG0013069	1	1
OG0013070	2	2
OG0013071	0	0
OG0013072	0	0
OG0013073	0	0
OG0013074	0	0
OG0013075	0	0
OG0013076	0	0
OG0013077	0	0
OG0013078	0	0
OG0013079	0	0
OG0013080	0	0
OG0013081	2	2
OG0013082	0	0
OG0013083	0	0
OG0013084	0	0
OG0013085	0	0
OG0013086	0	0
OG0013087	0	0
OG0013088	0	0
OG0013089	1	1
OG0013090	2	2
OG0013091	2	2
OG0013092	1	1
OG0013093	0	0
OG0013094	0	0
OG0013095	0	0
OG0013096	2	2
OG0013097	0	0
OG0013098	0	0
OG0013099	0	0
OG0013100	0	0
OG0013101	0	0
OG0013102	0	0
OG0013103	0	0
OG0013104	0	0
OG0013105	0	0
OG0013106	0	0
OG0013107	0	0
OG0013108	0	0
OG0013109	0	0
OG0013110	0	0
OG0013111	0	0
OG0013112	0	0
OG0013113	0	0
OG0013114	0	0
OG0013115	0	0
OG0013116	0	0
OG0013117	0	0
OG0013118	0	0
OG0013119	0	0
OG0013120	1	1
OG0013121	0	0
OG0013122	0	0
OG0013123	0	0
OG0013124	0	0
OG0013125	0	0
OG0013126	0	0
OG0013127	0	0
OG0013128	0	0
OG0013129	0	0
OG0013130	0	0
OG0013131	0	0
OG0013132	1	1
OG0013133	0	0
OG0013134	0	0
OG0013135	0	0
OG0013136	0	0
OG0013137	0	0
OG0013138	0	0
OG0013139	0	0
OG0013140	0	0
OG0013141	0	0
OG0013142	0	0
OG0013143	2	2
OG0013144	0	0
OG0013145	0	0
OG0013146	1	1
OG0013147	2	2
OG0013148	0	0
OG0013149	2	2
OG0013150	0	0
OG0013151	0	0
OG0013152	0	0
OG0013153	0	0
OG0013154	0	0
OG0013155	2	2
OG0013156	2	2
OG0013157	0	0
OG0013158	2	2
OG0013159	2	2
OG0013160	0	0
OG0013161	0	0
OG0013162	3	3
OG0013163	0	0
OG0013164	0	0
OG0013165	0	0
OG0013166	0	0
OG0013167	0	0
OG0013168	0	0
OG0013169	0	0
OG0013170	0	0
OG0013171	0	0
OG0013172	0	0
OG0013173	0	0
OG0013174	0	0
OG0013175	0	0
OG0013176	0	0
OG0013177	0	0
OG0013178	2	2
OG0013179	0	0
OG0013180	2	2
OG0013181	0	0
OG0013182	0	0
OG0013183	0	0
OG0013184	0	0
OG0013185	0	0
OG0013186	0	0
OG0013187	0	0
OG0013188	0	0
OG0013189	2	2
OG0013190	0	0
OG0013191	3	3
OG0013192	0	0
OG0013193	0	0
OG0013194	0	0
OG0013195	2	2
OG0013196	0	0
OG0013197	0	0
OG0013198	0	0
OG0013199	0	0
OG0013200	0	0
OG0013201	1	1
OG0013202	0	0
OG0013203	0	0
OG0013204	0	0
OG0013205	2	2
OG0013206	0	0
OG0013207	1	1
OG0013208	0	0
OG0013209	0	0
OG0013210	0	0
OG0013211	0	0
OG0013212	0	0
OG0013213	0	0
OG0013214	0	0
OG0013215	0	0
OG0013216	0	0
OG0013217	0	0
OG0013218	1	1
OG0013219	1	1
OG0013220	0	0
OG0013221	0	0
OG0013222	1	1
OG0013223	0	0
OG0013224	0	0
OG0013225	0	0
OG0013226	0	0
OG0013227	0	0
OG0013228	0	0
OG0013229	0	0
OG0013230	0	0
OG0013231	0	0
OG0013232	0	0
OG0013233	0	0
OG0013234	0	0
OG0013235	0	0
OG0013236	0	0
OG0013237	0	0
OG0013238	0	0
OG0013239	0	0
OG0013240	0	0
OG0013241	0	0
OG0013242	0	0
OG0013243	0	0
OG0013244	0	0
OG0013245	0	0
OG0013246	0	0
OG0013247	0	0
OG0013248	0	0
OG0013249	0	0
OG0013250	0	0
OG0013251	0	0
OG0013252	0	0
OG0013253	0	0
OG0013254	0	0
OG0013255	0	0
OG0013256	0	0
OG0013257	0	0
OG0013258	0	0
OG0013259	0	0
OG0013260	0	0
OG0013261	0	0
OG0013262	0	0
OG0013263	0	0
OG0013264	0	0
OG0013265	0	0
OG0013266	0	0
OG0013267	0	0
OG0013268	0	0
OG0013269	0	0
OG0013270	0	0
OG0013271	0	0
OG0013272	0	0
OG0013273	0	0
OG0013274	0	0
OG0013275	0	0
OG0013276	0	0
OG0013277	1	1
OG0013278	0	0
OG0013279	0	0
OG0013280	0	0
OG0013281	0	0
OG0013282	0	0
OG0013283	0	0
OG0013284	0	0
OG0013285	0	0
OG0013286	0	0
OG0013287	0	0
OG0013288	0	0
OG0013289	0	0
OG0013290	0	0
OG0013291	0	0
OG0013292	0	0
OG0013293	0	0
OG0013294	0	0
OG0013295	0	0
OG0013296	0	0
OG0013297	0	0
OG0013298	0	0
OG0013299	0	0
OG0013300	0	0
OG0013301	0	0
OG0013302	0	0
OG0013303	0	0
OG0013304	0	0
OG0013305	0	0
OG0013306	0	0
OG0013307	0	0
OG0013308	0	0
OG0013309	0	0
OG0013310	0	0
OG0013311	0	0
OG0013312	0	0
OG0013313	0	0
OG0013314	0	0
OG0013315	0	0
OG0013316	0	0
OG0013317	0	0
OG0013318	0	0
OG0013319	0	0
OG0013320	0	0
OG0013321	0	0
OG0013322	0	0
OG0013323	0	0
OG0013324	0	0
OG0013325	0	0
OG0013326	0	0
OG0013327	0	0
OG0013328	0	0
OG0013329	0	0
OG0013330	0	0
OG0013331	0	0
OG0013332	0	0
OG0013333	0	0
OG0013334	0	0
OG0013335	0	0
OG0013336	0	0
OG0013337	0	0
OG0013338	0	0
OG0013339	0	0
OG0013340	0	0
OG0013341	0	0
OG0013342	0	0
OG0013343	0	0
OG0013344	0	0
OG0013345	0	0
OG0013346	0	0
OG0013347	0	0
OG0013348	0	0
OG0013349	0	0
OG0013350	0	0
OG0013351	0	0
OG0013352	0	0
OG0013353	0	0
OG0013354	0	0
OG0013355	0	0
OG0013356	0	0
OG0013357	0	0
OG0013358	0	0
OG0013359	0	0
OG0013360	0	0
OG0013361	0	0
OG0013362	0	0
OG0013363	0	0
OG0013364	0	0
OG0013365	0	0
OG0013366	0	0
OG0013367	0	0
OG0013368	0	0
OG0013369	0	0
OG0013370	0	0
OG0013371	0	0
OG0013372	0	0
OG0013373	0	0
OG0013374	0	0
OG0013375	0	0
OG0013376	0	0
OG0013377	0	0
OG0013378	0	0
OG0013379	0	0
OG0013380	0	0
OG0013381	0	0
OG0013382	0	0
OG0013383	1	1
OG0013384	0	0
OG0013385	0	0
OG0013386	0	0
OG0013387	0	0
OG0013388	0	0
OG0013389	0	0
OG0013390	0	0
OG0013391	0	0
OG0013392	1	1
OG0013393	0	0
OG0013394	0	0
OG0013395	0	0
OG0013396	0	0
OG0013397	0	0
OG0013398	0	0
OG0013399	0	0
OG0013400	0	0
OG0013401	0	0
OG0013402	0	0
OG0013403	0	0
OG0013404	0	0
OG0013405	2	2
OG0013406	0	0
OG0013407	0	0
OG0013408	0	0
OG0013409	0	0
OG0013410	0	0
OG0013411	0	0
OG0013412	0	0
OG0013413	2	2
OG0013414	0	0
OG0013415	0	0
OG0013416	0	0
OG0013417	0	0
OG0013418	0	0
OG0013419	0	0
OG0013420	0	0
OG0013421	0	0
OG0013422	0	0
OG0013423	0	0
OG0013424	0	0
OG0013425	0	0
OG0013426	0	0
OG0013427	0	0
OG0013428	0	0
OG0013429	0	0
OG0013430	0	0
OG0013431	0	0
OG0013432	1	1
OG0013433	0	0
OG0013434	0	0
OG0013435	0	0
OG0013436	0	0
OG0013437	0	0
OG0013438	0	0
OG0013439	0	0
OG0013440	0	0
OG0013441	0	0
OG0013442	0	0
OG0013443	0	0
OG0013444	2	2
OG0013445	0	0
OG0013446	0	0
OG0013447	0	0
OG0013448	0	0
OG0013449	0	0
OG0013450	0	0
OG0013451	0	0
OG0013452	0	0
OG0013453	0	0
OG0013454	0	0
OG0013455	0	0
OG0013456	0	0
OG0013457	0	0
OG0013458	0	0
OG0013459	0	0
OG0013460	0	0
OG0013461	0	0
OG0013462	0	0
OG0013463	0	0
OG0013464	0	0
OG0013465	0	0
OG0013466	0	0
OG0013467	0	0
OG0013468	0	0
OG0013469	0	0
OG0013470	0	0
OG0013471	0	0
OG0013472	0	0
OG0013473	0	0
OG0013474	0	0
OG0013475	0	0
OG0013476	0	0
OG0013477	1	1
OG0013478	0	0
OG0013479	0	0
OG0013480	2	2
OG0013481	0	0
OG0013482	0	0
OG0013483	0	0
OG0013484	0	0
OG0013485	0	0
OG0013486	0	0
OG0013487	0	0
OG0013488	0	0
OG0013489	0	0
OG0013490	0	0
OG0013491	0	0
OG0013492	0	0
OG0013493	0	0
OG0013494	0	0
OG0013495	0	0
OG0013496	0	0
OG0013497	0	0
OG0013498	2	2
OG0013499	0	0
OG0013500	0	0
OG0013501	0	0
OG0013502	0	0
OG0013503	0	0
OG0013504	0	0
OG0013505	0	0
OG0013506	0	0
OG0013507	0	0
OG0013508	0	0
OG0013509	0	0
OG0013510	0	0
OG0013511	0	0
OG0013512	0	0
OG0013513	0	0
OG0013514	0	0
OG0013515	0	0
OG0013516	0	0
OG0013517	0	0
OG0013518	0	0
OG0013519	0	0
OG0013520	0	0
OG0013521	0	0
OG0013522	0	0
OG0013523	0	0
OG0013524	0	0
OG0013525	0	0
