Orthogroup	Duplications (all)	Duplications (50% support)
OG0005545	3	3
OG0005546	2	2
OG0005547	3	3
OG0005548	3	3
OG0005549	2	2
OG0005550	2	2
OG0005551	2	2
OG0005552	3	3
OG0005553	1	1
OG0005554	1	1
OG0005555	2	2
OG0005556	3	3
OG0005557	4	4
OG0005558	2	2
OG0005559	3	3
OG0005560	2	2
OG0005561	3	3
OG0005562	3	3
OG0005563	1	1
OG0005564	3	3
OG0005565	3	3
OG0005566	3	3
OG0005567	2	2
OG0005568	3	3
OG0005569	3	3
OG0005570	2	2
OG0005571	3	3
OG0005572	3	3
OG0005573	3	3
OG0005574	3	3
OG0005575	4	4
OG0005576	3	3
OG0005577	3	3
OG0005578	1	1
OG0005579	2	2
OG0005580	3	3
OG0005581	4	4
OG0005582	2	2
OG0005583	3	3
OG0005584	3	3
OG0005585	3	3
OG0005586	3	3
OG0005587	2	2
OG0005588	3	3
OG0005589	3	3
OG0005590	3	3
OG0005591	3	3
OG0005592	2	2
OG0005593	3	3
OG0005594	2	2
OG0005595	3	3
OG0005596	2	2
OG0005597	3	3
OG0005598	3	3
OG0005599	3	3
OG0005600	3	3
OG0005601	3	3
OG0005602	2	2
OG0005603	3	3
OG0005604	2	2
OG0005605	2	2
OG0005606	3	3
OG0005607	3	3
OG0005608	2	2
OG0005609	1	1
OG0005610	3	3
OG0005611	3	3
OG0005612	4	4
OG0005613	2	2
OG0005614	3	3
OG0005615	3	3
OG0005616	1	1
OG0005617	2	2
OG0005618	2	2
OG0005619	3	3
OG0005620	3	3
OG0005621	3	3
OG0005622	5	5
OG0005623	3	3
OG0005624	3	3
OG0005625	3	3
OG0005626	2	2
OG0005627	3	3
OG0005628	3	3
OG0005629	2	2
OG0005630	3	3
OG0005631	3	3
OG0005632	3	3
OG0005633	3	3
OG0005634	3	3
OG0005635	6	6
OG0005636	6	6
OG0005637	6	6
OG0005638	6	6
OG0005639	6	6
OG0005640	6	6
OG0005641	6	6
OG0005642	6	6
OG0005643	6	6
OG0005644	6	6
OG0005645	6	6
OG0005646	6	6
OG0005647	6	6
OG0005648	5	5
OG0005649	6	6
OG0005650	6	6
OG0005651	6	6
OG0005652	6	6
OG0005653	6	6
OG0005654	6	6
OG0005655	6	6
OG0005656	6	6
OG0005657	6	6
OG0005658	6	6
OG0005659	6	6
OG0005660	6	6
OG0005661	6	6
OG0005662	4	4
OG0005663	3	3
OG0005664	6	6
OG0005665	6	6
OG0005666	6	6
OG0005667	6	6
OG0005668	6	6
OG0005669	6	6
OG0005670	6	6
OG0005671	6	6
OG0005672	6	6
OG0005673	6	6
OG0005674	6	6
OG0005675	6	6
OG0005676	6	6
OG0005677	6	6
OG0005678	6	6
OG0005679	6	6
OG0005680	6	6
OG0005681	6	6
OG0005682	6	6
OG0005683	6	6
OG0005684	6	6
OG0005685	5	5
OG0005686	4	4
OG0005687	4	4
OG0005688	6	6
OG0005689	3	3
OG0005690	4	4
OG0005691	6	6
OG0005692	3	3
OG0005693	2	2
OG0005694	3	3
OG0005695	3	3
OG0005696	3	3
OG0005697	4	4
OG0005698	6	6
OG0005699	6	6
OG0005700	5	5
OG0005701	5	5
OG0005702	5	5
OG0005703	5	5
OG0005704	6	6
OG0005705	6	6
OG0005706	6	6
OG0005707	6	6
OG0005708	6	6
OG0005709	5	5
OG0005710	6	6
OG0005711	5	5
OG0005712	5	5
OG0005713	5	5
OG0005714	4	4
OG0005715	6	6
OG0005716	5	5
OG0005717	6	6
OG0005718	5	5
OG0005719	4	4
OG0005720	5	5
OG0005721	6	6
OG0005722	5	5
OG0005723	5	5
OG0005724	5	5
OG0005725	5	5
OG0005726	5	5
OG0005727	6	6
OG0005728	4	4
OG0005729	6	6
OG0005730	5	5
OG0005731	5	5
OG0005732	5	5
OG0005733	5	5
OG0005734	5	5
OG0005735	5	5
OG0005736	5	5
OG0005737	4	4
OG0005738	5	5
OG0005739	4	4
OG0005740	5	5
OG0005741	5	5
OG0005742	5	5
OG0005743	5	5
OG0005744	5	5
OG0005745	5	5
OG0005746	4	4
OG0005747	5	5
OG0005748	5	5
OG0005749	5	5
OG0005750	6	6
OG0005751	6	6
OG0005752	6	6
OG0005753	6	6
OG0005754	6	6
OG0005755	6	6
OG0005756	6	6
OG0005757	6	6
OG0005758	6	6
OG0005759	6	6
OG0005760	6	6
OG0005761	6	6
OG0005762	6	6
OG0005763	6	6
OG0005764	6	6
OG0005765	1	1
OG0005766	2	2
OG0005767	5	5
OG0005768	2	2
OG0005769	3	3
OG0005770	2	2
OG0005771	4	4
OG0005772	2	2
OG0005773	5	5
OG0005774	4	4
OG0005775	2	2
OG0005776	2	2
OG0005777	4	4
OG0005778	1	1
OG0005779	2	2
OG0005780	4	4
OG0005781	3	3
OG0005782	5	5
OG0005783	2	2
OG0005784	2	2
OG0005785	2	2
OG0005786	4	4
OG0005787	2	2
OG0005788	2	2
OG0005789	1	1
OG0005790	2	2
OG0005791	1	1
OG0005792	2	2
OG0005793	2	2
OG0005794	1	1
OG0005795	2	2
OG0005796	1	1
OG0005797	4	4
OG0005798	1	1
OG0005799	2	2
OG0005800	2	2
OG0005801	2	2
OG0005802	5	5
OG0005803	4	4
OG0005804	2	2
OG0005805	1	1
OG0005806	2	2
OG0005807	1	1
OG0005808	4	4
OG0005809	2	2
OG0005810	2	2
OG0005811	5	5
OG0005812	2	2
OG0005813	1	1
OG0005814	2	2
OG0005815	2	2
OG0005816	3	3
OG0005817	4	4
OG0005818	4	4
OG0005819	4	4
OG0005820	2	2
OG0005821	5	5
OG0005822	1	1
OG0005823	4	4
OG0005824	1	1
OG0005825	2	2
OG0005826	2	2
OG0005827	2	2
OG0005828	2	2
OG0005829	2	2
OG0005830	2	2
OG0005831	2	2
OG0005832	5	5
OG0005833	1	1
OG0005834	2	2
OG0005835	2	2
OG0005836	1	1
OG0005837	2	2
OG0005838	2	2
OG0005839	2	2
OG0005840	2	2
OG0005841	2	2
OG0005842	2	2
OG0005843	2	2
OG0005844	2	2
OG0005845	2	2
OG0005846	1	1
OG0005847	2	2
OG0005848	2	2
OG0005849	2	2
OG0005850	2	2
OG0005851	2	2
OG0005852	2	2
OG0005853	2	2
OG0005854	4	4
OG0005855	1	1
OG0005856	2	2
OG0005857	2	1
OG0005858	2	2
OG0005859	1	1
OG0005860	2	2
OG0005861	1	1
OG0005862	1	1
OG0005863	1	1
OG0005864	2	2
OG0005865	2	2
OG0005866	2	2
OG0005867	2	2
OG0005868	2	2
OG0005869	2	2
OG0005870	1	1
OG0005871	2	2
OG0005872	2	2
OG0005873	2	2
OG0005874	2	2
OG0005875	2	2
OG0005876	2	2
OG0005877	3	3
OG0005878	2	2
OG0005879	2	2
OG0005880	1	1
OG0005881	2	2
OG0005882	2	2
OG0005883	2	2
OG0005884	1	1
OG0005885	1	1
OG0005886	2	2
OG0005887	2	2
OG0005888	1	1
OG0005889	2	2
OG0005890	2	2
OG0005891	2	2
OG0005892	2	2
OG0005893	2	2
OG0005894	1	1
OG0005895	1	1
OG0005896	2	2
OG0005897	2	2
OG0005898	2	2
OG0005899	2	2
OG0005900	2	2
OG0005901	2	2
OG0005902	2	2
OG0005903	2	2
OG0005904	2	2
OG0005905	1	1
OG0005906	2	2
OG0005907	2	2
OG0005908	2	2
OG0005909	1	1
OG0005910	2	2
OG0005911	2	2
OG0005912	2	2
OG0005913	2	2
OG0005914	2	2
OG0005915	2	2
OG0005916	2	2
OG0005917	2	2
OG0005918	2	2
OG0005919	2	2
OG0005920	2	2
OG0005921	2	2
OG0005922	2	2
OG0005923	2	2
OG0005924	2	2
OG0005925	2	2
OG0005926	2	2
OG0005927	2	2
OG0005928	2	2
OG0005929	1	1
OG0005930	1	1
OG0005931	2	2
OG0005932	2	2
OG0005933	1	1
OG0005934	2	2
OG0005935	2	2
OG0005936	2	2
OG0005937	1	1
OG0005938	2	2
OG0005939	2	2
OG0005940	2	2
OG0005941	1	1
OG0005942	2	2
OG0005943	2	2
OG0005944	1	1
OG0005945	2	2
OG0005946	2	2
OG0005947	1	1
OG0005948	2	2
OG0005949	2	2
OG0005950	1	1
OG0005951	2	2
OG0005952	2	2
OG0005953	1	1
OG0005954	2	2
OG0005955	2	2
OG0005956	3	3
OG0005957	2	2
OG0005958	2	2
OG0005959	2	2
OG0005960	2	2
OG0005961	2	2
OG0005962	2	2
OG0005963	1	1
OG0005964	5	5
OG0005965	2	2
OG0005966	1	1
OG0005967	2	2
OG0005968	2	2
OG0005969	2	2
OG0005970	1	1
OG0005971	2	2
OG0005972	4	4
OG0005973	2	2
OG0005974	1	1
OG0005975	1	1
OG0005976	2	2
OG0005977	3	3
OG0005978	2	2
OG0005979	2	2
OG0005980	1	1
OG0005981	2	2
OG0005982	2	2
OG0005983	2	2
OG0005984	2	2
OG0005985	3	3
OG0005986	2	2
OG0005987	2	2
OG0005988	4	4
OG0005989	2	2
OG0005990	2	2
OG0005991	2	2
OG0005992	2	2
OG0005993	2	2
OG0005994	2	2
OG0005995	2	2
OG0005996	2	2
OG0005997	2	2
OG0005998	2	2
OG0005999	2	2
OG0006000	1	1
OG0006001	1	1
OG0006002	2	2
OG0006003	2	2
OG0006004	2	2
OG0006005	3	3
OG0006006	3	3
OG0006007	2	2
OG0006008	2	2
OG0006009	2	2
OG0006010	2	2
OG0006011	1	1
OG0006012	2	2
OG0006013	1	1
OG0006014	2	2
OG0006015	1	1
OG0006016	2	2
OG0006017	2	2
OG0006018	2	2
OG0006019	2	2
OG0006020	1	1
OG0006021	1	1
OG0006022	2	2
OG0006023	2	2
OG0006024	2	2
OG0006025	2	2
OG0006026	2	2
OG0006027	2	2
OG0006028	3	3
OG0006029	1	1
OG0006030	2	2
OG0006031	2	2
OG0006032	2	2
OG0006033	3	3
OG0006034	1	1
OG0006035	1	1
OG0006036	4	4
OG0006037	1	1
OG0006038	2	2
OG0006039	2	2
OG0006040	2	2
OG0006041	1	1
OG0006042	1	1
OG0006043	1	1
OG0006044	2	2
OG0006045	2	2
OG0006046	2	2
OG0006047	2	2
OG0006048	2	2
OG0006049	2	2
OG0006050	2	2
OG0006051	1	1
OG0006052	1	1
OG0006053	1	1
OG0006054	2	2
OG0006055	2	2
OG0006056	2	2
OG0006057	4	4
OG0006058	2	2
OG0006059	2	2
OG0006060	2	2
OG0006061	1	1
OG0006062	2	2
OG0006063	2	2
OG0006064	1	1
OG0006065	2	2
OG0006066	2	2
OG0006067	2	2
OG0006068	4	4
OG0006069	4	4
OG0006070	4	4
OG0006071	2	2
OG0006072	4	4
OG0006073	2	2
OG0006074	1	1
OG0006075	2	2
OG0006076	1	1
OG0006077	2	2
OG0006078	2	2
OG0006079	4	4
OG0006080	2	2
OG0006081	2	2
OG0006082	2	2
OG0006083	2	2
OG0006084	4	4
OG0006085	2	2
OG0006086	4	4
OG0006087	3	3
OG0006088	4	4
OG0006089	2	2
OG0006090	3	3
OG0006091	2	2
OG0006092	2	2
OG0006093	2	2
OG0006094	2	2
OG0006095	2	2
OG0006096	4	4
OG0006097	2	2
OG0006098	2	2
OG0006099	2	2
OG0006100	4	4
OG0006101	3	3
OG0006102	2	2
OG0006103	2	2
OG0006104	2	2
OG0006105	3	3
OG0006106	1	1
OG0006107	4	4
OG0006108	1	1
OG0006109	3	3
OG0006110	2	2
OG0006111	2	2
OG0006112	4	4
OG0006113	2	2
OG0006114	2	2
OG0006115	5	5
OG0006116	4	4
OG0006117	2	2
OG0006118	1	1
OG0006119	2	2
OG0006120	2	2
OG0006121	2	2
OG0006122	2	2
OG0006123	2	2
OG0006124	2	2
OG0006125	2	2
OG0006126	2	2
OG0006127	1	1
OG0006128	3	3
OG0006129	2	2
OG0006130	2	2
OG0006131	2	2
OG0006132	2	2
OG0006133	2	2
OG0006134	2	2
OG0006135	2	2
OG0006136	1	1
OG0006137	2	2
OG0006138	2	2
OG0006139	2	2
OG0006140	3	3
OG0006141	2	2
OG0006142	2	2
OG0006143	2	2
OG0006144	2	2
OG0006145	2	2
OG0006146	2	2
OG0006147	1	1
OG0006148	2	2
OG0006149	2	2
OG0006150	2	2
OG0006151	2	2
OG0006152	2	2
OG0006153	2	2
OG0006154	2	2
OG0006155	2	2
OG0006156	2	2
OG0006157	2	2
OG0006158	2	2
OG0006159	2	2
OG0006160	2	2
OG0006161	2	2
OG0006162	2	2
OG0006163	1	1
OG0006164	1	1
OG0006165	1	1
OG0006166	2	2
OG0006167	2	2
OG0006168	2	2
OG0006169	1	1
OG0006170	3	3
OG0006171	2	2
OG0006172	2	2
OG0006173	1	1
OG0006174	4	4
OG0006175	2	2
OG0006176	2	2
OG0006177	2	2
OG0006178	2	2
OG0006179	2	2
OG0006180	1	1
OG0006181	2	2
OG0006182	1	1
OG0006183	2	2
OG0006184	2	2
OG0006185	2	2
OG0006186	2	2
OG0006187	3	3
OG0006188	1	1
OG0006189	2	2
OG0006190	2	2
OG0006191	2	2
OG0006192	2	2
OG0006193	3	3
OG0006194	2	2
OG0006195	2	2
OG0006196	2	2
OG0006197	2	2
OG0006198	2	2
OG0006199	2	2
OG0006200	2	2
OG0006201	1	1
OG0006202	2	2
OG0006203	2	2
OG0006204	1	1
OG0006205	2	2
OG0006206	2	2
OG0006207	2	2
OG0006208	2	2
OG0006209	2	2
OG0006210	2	2
OG0006211	2	2
OG0006212	2	2
OG0006213	2	2
OG0006214	1	1
OG0006215	2	2
OG0006216	2	2
OG0006217	2	2
OG0006218	2	2
OG0006219	2	2
OG0006220	2	2
OG0006221	1	1
OG0006222	2	2
OG0006223	2	2
OG0006224	3	3
OG0006225	1	1
OG0006226	2	2
OG0006227	2	2
OG0006228	1	1
OG0006229	1	1
OG0006230	2	2
OG0006231	2	2
OG0006232	2	2
OG0006233	1	1
OG0006234	3	3
OG0006235	2	2
OG0006236	2	2
OG0006237	2	2
OG0006238	1	1
OG0006239	2	2
OG0006240	2	2
OG0006241	2	2
OG0006242	2	2
OG0006243	2	2
OG0006244	2	2
OG0006245	2	2
OG0006246	1	1
OG0006247	2	2
OG0006248	2	2
OG0006249	2	2
OG0006250	1	1
OG0006251	2	2
OG0006252	2	2
OG0006253	1	1
OG0006254	2	2
OG0006255	2	2
OG0006256	3	3
OG0006257	2	2
OG0006258	3	3
OG0006259	2	2
OG0006260	2	2
OG0006261	3	3
OG0006262	1	1
OG0006263	2	2
OG0006264	1	1
OG0006265	2	2
OG0006266	5	5
OG0006267	4	4
OG0006268	5	5
OG0006269	2	2
OG0006270	2	2
OG0006271	2	2
OG0006272	2	2
OG0006273	2	2
OG0006274	2	2
OG0006275	1	1
OG0006276	3	3
OG0006277	2	2
OG0006278	4	4
OG0006279	2	2
OG0006280	2	2
OG0006281	1	1
OG0006282	2	2
OG0006283	4	4
OG0006284	4	4
OG0006285	3	3
OG0006286	2	2
OG0006287	4	4
OG0006288	2	2
OG0006289	2	2
OG0006290	1	1
OG0006291	2	2
OG0006292	5	5
OG0006293	2	2
OG0006294	2	2
OG0006295	1	1
OG0006296	2	2
OG0006297	1	1
OG0006298	1	1
OG0006299	2	2
OG0006300	2	2
OG0006301	2	2
OG0006302	2	2
OG0006303	1	1
OG0006304	2	2
OG0006305	2	2
OG0006306	1	1
OG0006307	2	2
OG0006308	2	2
OG0006309	3	3
OG0006310	2	2
OG0006311	2	2
OG0006312	2	2
OG0006313	2	2
OG0006314	2	2
OG0006315	2	2
OG0006316	4	4
OG0006317	2	2
OG0006318	2	2
OG0006319	2	2
OG0006320	2	2
OG0006321	2	2
OG0006322	2	2
OG0006323	1	1
OG0006324	2	2
OG0006325	2	2
OG0006326	2	2
OG0006327	2	2
OG0006328	2	2
OG0006329	2	2
OG0006330	2	2
OG0006331	1	1
OG0006332	2	2
OG0006333	2	2
OG0006334	2	2
OG0006335	2	2
OG0006336	2	2
OG0006337	2	2
OG0006338	2	2
OG0006339	2	2
OG0006340	2	2
OG0006341	1	1
OG0006342	2	2
OG0006343	1	1
OG0006344	2	2
OG0006345	2	2
OG0006346	2	2
OG0006347	2	2
OG0006348	2	2
OG0006349	2	2
OG0006350	1	1
OG0006351	2	2
OG0006352	2	2
OG0006353	1	1
OG0006354	2	2
OG0006355	2	2
OG0006356	2	2
OG0006357	2	2
OG0006358	2	2
OG0006359	2	2
OG0006360	2	2
OG0006361	2	2
OG0006362	3	3
OG0006363	2	2
OG0006364	2	2
OG0006365	2	2
OG0006366	1	1
OG0006367	2	2
OG0006368	2	2
OG0006369	2	2
OG0006370	1	1
OG0006371	2	2
OG0006372	2	2
OG0006373	2	2
OG0006374	2	2
OG0006375	2	2
OG0006376	2	2
OG0006377	1	1
OG0006378	2	2
OG0006379	2	2
OG0006380	2	2
OG0006381	2	2
OG0006382	2	2
OG0006383	2	2
OG0006384	5	5
OG0006385	2	2
OG0006386	3	3
OG0006387	2	2
OG0006388	2	2
OG0006389	2	2
OG0006390	2	2
OG0006391	2	2
OG0006392	2	2
OG0006393	4	4
OG0006394	4	4
OG0006395	2	2
OG0006396	1	1
OG0006397	4	4
OG0006398	3	3
OG0006399	2	2
OG0006400	2	2
OG0006401	5	5
OG0006402	4	4
OG0006403	2	2
OG0006404	3	3
OG0006405	3	3
OG0006406	2	2
OG0006407	1	1
OG0006408	3	3
OG0006409	4	4
OG0006410	1	1
OG0006411	2	2
OG0006412	2	2
OG0006413	2	2
OG0006414	1	1
OG0006415	4	4
OG0006416	2	2
OG0006417	1	1
OG0006418	1	1
OG0006419	2	2
OG0006420	4	4
OG0006421	3	3
OG0006422	2	2
OG0006423	1	1
OG0006424	2	2
OG0006425	2	2
OG0006426	1	1
OG0006427	5	5
OG0006428	3	3
OG0006429	2	2
OG0006430	1	1
OG0006431	2	2
OG0006432	2	2
OG0006433	2	2
OG0006434	2	2
OG0006435	2	2
OG0006436	2	2
OG0006437	2	2
OG0006438	2	2
OG0006439	1	1
OG0006440	5	5
OG0006441	2	2
OG0006442	1	1
OG0006443	1	1
OG0006444	2	2
OG0006445	2	2
OG0006446	2	2
OG0006447	2	2
OG0006448	2	2
OG0006449	2	2
OG0006450	2	2
OG0006451	2	2
OG0006452	4	4
OG0006453	2	2
OG0006454	4	4
OG0006455	3	3
OG0006456	2	2
OG0006457	2	2
OG0006458	2	2
OG0006459	1	1
OG0006460	2	2
OG0006461	3	3
OG0006462	2	2
OG0006463	2	2
OG0006464	1	1
OG0006465	2	2
OG0006466	2	2
OG0006467	2	2
OG0006468	2	2
OG0006469	1	1
OG0006470	2	2
OG0006471	2	2
OG0006472	1	1
OG0006473	2	2
OG0006474	3	3
OG0006475	2	2
OG0006476	2	2
OG0006477	2	2
OG0006478	2	2
OG0006479	3	3
OG0006480	2	2
OG0006481	1	1
OG0006482	1	1
OG0006483	1	1
OG0006484	2	2
OG0006485	2	2
OG0006486	1	1
OG0006487	2	2
OG0006488	2	2
OG0006489	2	2
OG0006490	2	2
OG0006491	2	2
OG0006492	2	2
OG0006493	3	3
OG0006494	2	2
OG0006495	1	1
OG0006496	2	2
OG0006497	1	1
OG0006498	2	2
OG0006499	1	1
OG0006500	1	1
OG0006501	2	2
OG0006502	2	2
OG0006503	1	1
OG0006504	2	2
OG0006505	2	2
OG0006506	2	2
OG0006507	2	2
OG0006508	2	2
OG0006509	2	2
OG0006510	2	2
OG0006511	2	2
OG0006512	2	2
OG0006513	2	2
OG0006514	2	2
OG0006515	2	2
OG0006516	2	2
OG0006517	2	2
OG0006518	2	2
OG0006519	2	2
OG0006520	3	3
OG0006521	3	3
OG0006522	2	2
OG0006523	2	2
OG0006524	1	1
OG0006525	2	2
OG0006526	2	2
OG0006527	2	2
OG0006528	2	2
OG0006529	2	2
OG0006530	1	1
OG0006531	2	2
OG0006532	2	2
OG0006533	2	2
OG0006534	2	2
OG0006535	1	1
OG0006536	1	1
OG0006537	4	4
OG0006538	1	1
OG0006539	2	2
OG0006540	2	2
OG0006541	2	2
OG0006542	2	2
OG0006543	2	2
OG0006544	2	2
OG0006545	1	1
OG0006546	1	1
OG0006547	2	2
OG0006548	2	2
OG0006549	2	2
OG0006550	2	2
OG0006551	2	2
OG0006552	2	2
OG0006553	2	2
OG0006554	2	2
OG0006555	4	4
OG0006556	2	2
OG0006557	2	2
OG0006558	2	2
OG0006559	2	2
OG0006560	3	3
OG0006561	2	2
OG0006562	2	2
OG0006563	2	2
OG0006564	2	2
OG0006565	2	2
OG0006566	1	1
OG0006567	2	2
OG0006568	2	2
OG0006569	2	2
OG0006570	2	2
OG0006571	2	2
OG0006572	2	2
OG0006573	2	2
OG0006574	2	2
OG0006575	2	2
OG0006576	2	2
OG0006577	1	1
OG0006578	2	2
OG0006579	1	1
OG0006580	2	2
OG0006581	2	2
OG0006582	3	3
OG0006583	1	1
OG0006584	1	1
OG0006585	2	2
OG0006586	2	2
OG0006587	3	3
OG0006588	2	2
OG0006589	2	2
OG0006590	1	1
OG0006591	2	2
OG0006592	2	2
OG0006593	2	2
OG0006594	1	1
OG0006595	1	1
OG0006596	3	3
OG0006597	2	2
OG0006598	2	2
OG0006599	2	2
OG0006600	2	2
OG0006601	2	2
OG0006602	2	2
OG0006603	2	2
OG0006604	1	1
OG0006605	2	2
OG0006606	2	2
OG0006607	2	2
OG0006608	1	1
OG0006609	2	2
OG0006610	2	2
OG0006611	2	2
OG0006612	2	2
OG0006613	2	2
OG0006614	2	2
OG0006615	2	2
OG0006616	2	2
OG0006617	2	2
OG0006618	1	1
OG0006619	2	2
OG0006620	2	2
OG0006621	3	3
OG0006622	2	2
OG0006623	2	2
OG0006624	1	1
OG0006625	2	2
OG0006626	4	4
OG0006627	2	2
OG0006628	1	1
OG0006629	2	2
OG0006630	2	2
OG0006631	1	1
OG0006632	1	1
OG0006633	2	2
OG0006634	1	1
OG0006635	1	1
OG0006636	2	2
OG0006637	1	1
OG0006638	4	4
OG0006639	4	4
OG0006640	2	2
OG0006641	2	2
OG0006642	4	4
OG0006643	2	2
OG0006644	3	3
OG0006645	1	1
OG0006646	4	4
OG0006647	4	4
OG0006648	1	1
OG0006649	2	2
OG0006650	4	4
OG0006651	2	2
OG0006652	5	5
OG0006653	1	1
OG0006654	2	2
OG0006655	2	2
OG0006656	4	4
OG0006657	2	2
OG0006658	1	1
OG0006659	2	2
OG0006660	2	2
OG0006661	2	2
OG0006662	3	3
OG0006663	1	1
OG0006664	2	1
OG0006665	4	4
OG0006666	3	3
OG0006667	2	2
OG0006668	3	3
OG0006669	2	1
OG0006670	2	2
OG0006671	2	2
OG0006672	1	1
OG0006673	2	2
OG0006674	1	1
OG0006675	3	3
OG0006676	1	1
OG0006677	2	2
OG0006678	2	2
OG0006679	3	3
OG0006680	2	2
OG0006681	2	2
OG0006682	1	1
OG0006683	2	2
OG0006684	2	2
OG0006685	2	2
OG0006686	2	2
OG0006687	2	2
OG0006688	2	2
OG0006689	2	2
OG0006690	2	2
OG0006691	2	2
OG0006692	1	1
OG0006693	2	2
OG0006694	2	2
OG0006695	1	1
OG0006696	2	2
OG0006697	2	2
OG0006698	2	2
OG0006699	2	2
OG0006700	2	2
OG0006701	1	1
OG0006702	2	2
OG0006703	2	2
OG0006704	4	4
OG0006705	2	2
OG0006706	1	1
OG0006707	2	2
OG0006708	2	2
OG0006709	2	2
OG0006710	2	2
OG0006711	2	2
OG0006712	2	2
OG0006713	2	2
OG0006714	2	2
OG0006715	2	2
OG0006716	3	3
OG0006717	2	2
OG0006718	2	2
OG0006719	2	2
OG0006720	2	2
OG0006721	2	2
OG0006722	1	1
OG0006723	2	2
OG0006724	4	4
OG0006725	2	2
OG0006726	2	2
OG0006727	2	2
OG0006728	2	2
OG0006729	2	2
OG0006730	2	2
OG0006731	2	2
OG0006732	2	2
OG0006733	2	2
OG0006734	2	2
OG0006735	4	4
OG0006736	2	2
OG0006737	4	4
OG0006738	2	2
OG0006739	2	2
OG0006740	2	2
OG0006741	3	3
OG0006742	3	3
OG0006743	2	2
OG0006744	2	2
OG0006745	1	1
OG0006746	2	2
OG0006747	2	2
OG0006748	2	2
OG0006749	2	2
OG0006750	1	1
OG0006751	2	2
OG0006752	1	1
OG0006753	2	2
OG0006754	2	2
OG0006755	3	3
OG0006756	4	4
OG0006757	3	3
OG0006758	2	2
OG0006759	2	2
OG0006760	2	2
OG0006761	3	3
OG0006762	2	2
OG0006763	2	2
OG0006764	2	2
OG0006765	3	3
OG0006766	4	4
OG0006767	2	2
OG0006768	2	2
OG0006769	2	2
OG0006770	1	1
OG0006771	1	1
OG0006772	3	3
OG0006773	2	2
OG0006774	1	1
OG0006775	1	1
OG0006776	2	2
OG0006777	2	2
OG0006778	2	2
OG0006779	2	2
OG0006780	2	2
OG0006781	2	2
OG0006782	2	2
OG0006783	2	2
OG0006784	2	2
OG0006785	1	1
OG0006786	2	2
OG0006787	3	3
OG0006788	2	2
OG0006789	2	2
OG0006790	2	2
OG0006791	2	2
OG0006792	2	2
OG0006793	1	1
OG0006794	2	2
OG0006795	2	2
OG0006796	1	1
OG0006797	2	2
OG0006798	2	2
OG0006799	2	2
OG0006800	2	2
OG0006801	2	2
OG0006802	2	2
OG0006803	1	1
OG0006804	3	3
OG0006805	2	2
OG0006806	2	2
OG0006807	3	3
OG0006808	2	2
OG0006809	2	2
OG0006810	2	2
OG0006811	2	2
OG0006812	1	1
OG0006813	1	1
OG0006814	2	2
OG0006815	3	3
OG0006816	2	2
OG0006817	2	2
OG0006818	2	2
OG0006819	2	2
OG0006820	2	2
OG0006821	2	2
OG0006822	2	2
OG0006823	2	2
OG0006824	2	2
OG0006825	2	2
OG0006826	2	2
OG0006827	2	2
OG0006828	2	2
OG0006829	2	2
OG0006830	2	2
OG0006831	2	2
OG0006832	2	2
OG0006833	2	2
OG0006834	2	2
OG0006835	2	2
OG0006836	2	2
OG0006837	2	2
OG0006838	2	2
OG0006839	2	2
OG0006840	2	2
OG0006841	1	1
OG0006842	2	2
OG0006843	1	1
OG0006844	2	2
OG0006845	2	2
OG0006846	2	2
OG0006847	2	2
OG0006848	1	1
OG0006849	2	2
OG0006850	2	2
OG0006851	2	2
OG0006852	1	1
OG0006853	1	1
OG0006854	1	1
OG0006855	2	2
OG0006856	2	2
OG0006857	2	2
OG0006858	2	2
OG0006859	2	2
OG0006860	2	2
OG0006861	1	1
OG0006862	2	2
OG0006863	2	2
OG0006864	2	2
OG0006865	2	2
OG0006866	2	2
OG0006867	2	2
OG0006868	2	2
OG0006869	2	2
OG0006870	2	2
OG0006871	2	2
OG0006872	2	2
OG0006873	2	2
OG0006874	2	2
OG0006875	2	2
OG0006876	2	2
OG0006877	1	1
OG0006878	2	2
OG0006879	2	2
OG0006880	4	4
OG0006881	2	2
OG0006882	2	2
OG0006883	2	2
OG0006884	2	2
OG0006885	2	2
OG0006886	1	1
OG0006887	2	2
OG0006888	2	2
OG0006889	2	2
OG0006890	2	2
OG0006891	2	2
OG0006892	2	2
OG0006893	1	1
OG0006894	2	2
OG0006895	2	2
OG0006896	2	2
OG0006897	1	1
OG0006898	2	2
OG0006899	2	2
OG0006900	1	1
OG0006901	2	2
OG0006902	2	2
OG0006903	2	2
OG0006904	1	1
OG0006905	1	1
OG0006906	2	2
OG0006907	2	2
OG0006908	2	2
OG0006909	2	2
OG0006910	2	2
OG0006911	2	2
OG0006912	2	2
OG0006913	2	2
OG0006914	2	2
OG0006915	2	2
OG0006916	4	4
OG0006917	2	2
OG0006918	4	4
OG0006919	2	2
OG0006920	2	2
OG0006921	2	2
OG0006922	2	2
OG0006923	2	2
OG0006924	1	1
OG0006925	2	2
OG0006926	1	1
OG0006927	2	2
OG0006928	2	2
OG0006929	2	2
OG0006930	2	2
OG0006931	2	2
OG0006932	2	2
OG0006933	1	1
OG0006934	1	1
OG0006935	2	2
OG0006936	2	2
OG0006937	2	2
OG0006938	2	2
OG0006939	2	2
OG0006940	2	2
OG0006941	1	1
